double_tradition_id,alignment_layer,matt_ref,luke_ref,matt_index,luke_index,score,lcs,tags,order_signal,matt_text,luke_text,shared_lemma_count,model_implication,main_counter_to_direct_use,matt_rank,luke_rank_by_matt_order,rank_distance_abs,nonlocal_flag
dt_primary_012,primary_monotonic_after_markan_mask,Matt 7:1,Luke 6:37,173,290,0.562774,1.0,moderate_parallel;luke_expands_or_matt_abbreviates;content_order_preserved,order_preserved_in_primary_chain,"Μὴ κρίνετε, ἵνα μὴ κριθῆτε·","Καὶ μὴ κρίνετε, καὶ οὐ μὴ κριθῆτε· ⸀καὶ μὴ καταδικάζετε, καὶ οὐ μὴ καταδικασθῆτε. ἀπολύετε, καὶ ἀπολυθήσεσθε·",2,Part of monotonic masked chain; not by itself directional.,Direct-use models must explain displaced/secondary double-tradition material.,27,17,10,False
dt_primary_013,primary_monotonic_after_markan_mask,Matt 7:3,Luke 6:41,175,294,0.698098,0.777778,strong_parallel;content_order_preserved;multi_lemma_overlap,order_preserved_in_primary_chain,"τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου, τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς;","τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου, τὴν δὲ δοκὸν τὴν ἐν τῷ ἰδίῳ ὀφθαλμῷ οὐ κατανοεῖς;",12,Part of monotonic masked chain; not by itself directional.,Direct-use models must explain displaced/secondary double-tradition material.,28,20,8,False
dt_secondary_041,secondary_echo_after_markan_mask,Matt 7:3,Luke 6:42,175,295,0.502761,0.555556,weaker_candidate,secondary_echo,"τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου, τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς;","⸀πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· Ἀδελφέ, ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου, αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων; ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ, καὶ τότε διαβλέψεις ⸂τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου ἐκβαλεῖν⸃.",6,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,28,21,7,True
dt_primary_014,primary_monotonic_after_markan_mask,Matt 7:4,Luke 6:42,176,295,0.690829,1.0,strong_parallel;luke_expands_or_matt_abbreviates;content_order_preserved;multi_lemma_overlap,order_preserved_in_primary_chain,"ἢ πῶς ἐρεῖς τῷ ἀδελφῷ σου· Ἄφες ἐκβάλω τὸ κάρφος ⸀ἐκ τοῦ ὀφθαλμοῦ σου, καὶ ἰδοὺ ἡ δοκὸς ἐν τῷ ὀφθαλμῷ σοῦ;","⸀πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· Ἀδελφέ, ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου, αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων; ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ, καὶ τότε διαβλέψεις ⸂τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου ἐκβαλεῖν⸃.",13,Part of monotonic masked chain; not by itself directional.,Direct-use models must explain displaced/secondary double-tradition material.,29,22,7,False
dt_secondary_014,secondary_echo_after_markan_mask,Matt 7:5,Luke 6:42,177,295,0.685983,0.818182,moderate_verbal_echo,secondary_echo,"ὑποκριτά, ἔκβαλε πρῶτον ⸂ἐκ τοῦ ὀφθαλμοῦ σοῦ τὴν δοκόν⸃, καὶ τότε διαβλέψεις ἐκβαλεῖν τὸ κάρφος ἐκ τοῦ ὀφθαλμοῦ τοῦ ἀδελφοῦ σου.","⸀πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· Ἀδελφέ, ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου, αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων; ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ, καὶ τότε διαβλέψεις ⸂τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου ἐκβαλεῖν⸃.",9,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,30,23,7,True
dt_secondary_006,secondary_echo_after_markan_mask,Matt 7:7,Luke 11:9,179,521,0.917754,1.0,strong_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,"Αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν.","Κἀγὼ ὑμῖν λέγω, αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν·",6,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,31,55,24,True
dt_secondary_037,secondary_echo_after_markan_mask,Matt 7:7,Luke 11:10,179,522,0.538197,0.833333,weaker_candidate;nonlocal_reorder,nonlocal_or_displaced_echo,"Αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν.","πᾶς γὰρ ὁ αἰτῶν λαμβάνει, καὶ ὁ ζητῶν εὑρίσκει, καὶ τῷ κρούοντι ἀνοιγήσεται.",5,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,31,57,26,True
dt_secondary_043,secondary_echo_after_markan_mask,Matt 7:8,Luke 11:9,180,521,0.496599,0.714286,weaker_candidate;nonlocal_reorder,nonlocal_or_displaced_echo,πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ⸀ἀνοιγήσεται.,"Κἀγὼ ὑμῖν λέγω, αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν·",5,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,32,56,24,True
dt_secondary_002,secondary_echo_after_markan_mask,Matt 7:8,Luke 11:10,180,522,1.0,1.0,strong_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ⸀ἀνοιγήσεται.,"πᾶς γὰρ ὁ αἰτῶν λαμβάνει, καὶ ὁ ζητῶν εὑρίσκει, καὶ τῷ κρούοντι ἀνοιγήσεται.",7,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,32,58,26,True
dt_secondary_009,secondary_echo_after_markan_mask,Matt 7:11,Luke 11:13,183,525,0.732157,0.846154,moderate_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,"εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν.","εἰ οὖν ὑμεῖς πονηροὶ ὑπάρχοντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὁ πατὴρ ὁ ἐξ οὐρανοῦ δώσει πνεῦμα ἅγιον τοῖς αἰτοῦσιν αὐτόν.",10,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,33,59,26,True
dt_secondary_050,secondary_echo_after_markan_mask,Matt 7:17,Luke 6:43,189,296,0.450375,0.5,weaker_candidate,secondary_echo,"οὕτως πᾶν δένδρον ἀγαθὸν καρποὺς καλοὺς ποιεῖ, τὸ δὲ σαπρὸν δένδρον καρποὺς πονηροὺς ποιεῖ·","Οὐ γάρ ἐστιν δένδρον καλὸν ποιοῦν καρπὸν σαπρόν, οὐδὲ ⸀πάλιν δένδρον σαπρὸν ποιοῦν καρπὸν καλόν.",5,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,34,24,10,True
dt_primary_015,primary_monotonic_after_markan_mask,Matt 7:18,Luke 6:43,190,296,0.509298,0.583333,moderate_parallel;multi_lemma_overlap,order_preserved_in_primary_chain,"οὐ δύναται δένδρον ἀγαθὸν καρποὺς πονηροὺς ⸀ποιεῖν, οὐδὲ δένδρον σαπρὸν καρποὺς καλοὺς ποιεῖν.","Οὐ γάρ ἐστιν δένδρον καλὸν ποιοῦν καρπὸν σαπρόν, οὐδὲ ⸀πάλιν δένδρον σαπρὸν ποιοῦν καρπὸν καλόν.",7,Part of monotonic masked chain; not by itself directional.,Direct-use models must explain displaced/secondary double-tradition material.,35,25,10,False
dt_secondary_011,secondary_echo_after_markan_mask,Matt 7:19,Luke 3:9,191,141,0.713867,1.0,moderate_verbal_echo,secondary_echo,πᾶν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται.,ἤδη δὲ καὶ ἡ ἀξίνη πρὸς τὴν ῥίζαν τῶν δένδρων κεῖται· πᾶν οὖν δένδρον μὴ ποιοῦν καρπὸν καλὸν ἐκκόπτεται καὶ εἰς πῦρ βάλλεται.,9,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,36,8,28,True
dt_primary_016,primary_monotonic_after_markan_mask,Matt 8:9,Luke 7:8,210,310,0.919195,1.0,close_match;content_order_preserved;multi_lemma_overlap,order_preserved_in_primary_chain,"καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ⸀ἐξουσίαν, ἔχων ὑπ’ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· Πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· Ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· Ποίησον τοῦτο, καὶ ποιεῖ.","καὶ γὰρ ἐγὼ ἄνθρωπός εἰμι ὑπὸ ἐξουσίαν τασσόμενος, ἔχων ὑπ’ ἐμαυτὸν στρατιώτας, καὶ λέγω τούτῳ· Πορεύθητι, καὶ πορεύεται, καὶ ἄλλῳ· Ἔρχου, καὶ ἔρχεται, καὶ τῷ δούλῳ μου· Ποίησον τοῦτο, καὶ ποιεῖ.",18,Part of monotonic masked chain; not by itself directional.,Direct-use models must explain displaced/secondary double-tradition material.,37,28,9,False
dt_primary_017,primary_monotonic_after_markan_mask,Matt 8:10,Luke 7:9,211,311,0.397739,0.7,weak_parallel;content_order_preserved;multi_lemma_overlap,order_preserved_in_primary_chain,"ἀκούσας δὲ ὁ Ἰησοῦς ἐθαύμασεν καὶ εἶπεν τοῖς ἀκολουθοῦσιν· Ἀμὴν λέγω ὑμῖν, ⸂παρ’ οὐδενὶ τοσαύτην πίστιν ἐν τῷ Ἰσραὴλ⸃ εὗρον.","ἀκούσας δὲ ταῦτα ὁ Ἰησοῦς ἐθαύμασεν αὐτόν, καὶ στραφεὶς τῷ ἀκολουθοῦντι αὐτῷ ὄχλῳ εἶπεν· Λέγω ὑμῖν, ⸀οὐδὲ ἐν τῷ Ἰσραὴλ τοσαύτην πίστιν εὗρον.",14,Part of monotonic masked chain; not by itself directional.,Direct-use models must explain displaced/secondary double-tradition material.,38,29,9,False
dt_secondary_058,secondary_echo_after_markan_mask,Matt 8:12,Luke 13:28,213,653,0.404378,0.5,weaker_candidate;nonlocal_reorder,nonlocal_or_displaced_echo,οἱ δὲ υἱοὶ τῆς βασιλείας ἐκβληθήσονται εἰς τὸ σκότος τὸ ἐξώτερον· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.,"ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων, ὅταν ⸀ὄψησθε Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ καὶ πάντας τοὺς προφήτας ἐν τῇ βασιλείᾳ τοῦ θεοῦ, ὑμᾶς δὲ ἐκβαλλομένους ἔξω.",7,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,39,96,57,True
dt_secondary_001,secondary_echo_after_markan_mask,Matt 8:20,Luke 9:58,221,466,1.0,1.0,strong_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,"καὶ λέγει αὐτῷ ὁ Ἰησοῦς· Αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις, ὁ δὲ υἱὸς τοῦ ἀνθρώπου οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ.","καὶ εἶπεν αὐτῷ ὁ Ἰησοῦς· Αἱ ἀλώπεκες φωλεοὺς ἔχουσιν καὶ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνώσεις, ὁ δὲ υἱὸς τοῦ ἀνθρώπου οὐκ ἔχει ποῦ τὴν κεφαλὴν κλίνῃ.",14,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,40,41,1,True
dt_secondary_044,secondary_echo_after_markan_mask,Matt 8:21,Luke 9:59,222,467,0.491311,0.777778,weaker_candidate;nonlocal_reorder,nonlocal_or_displaced_echo,"ἕτερος δὲ τῶν ⸀μαθητῶν εἶπεν αὐτῷ· Κύριε, ἐπίτρεψόν μοι πρῶτον ἀπελθεῖν καὶ θάψαι τὸν πατέρα μου.","εἶπεν δὲ πρὸς ἕτερον· Ἀκολούθει μοι. ὁ δὲ εἶπεν· ⸀Κύριε, ἐπίτρεψόν μοι ⸂ἀπελθόντι πρῶτον⸃ θάψαι τὸν πατέρα μου.",8,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,41,42,1,True
dt_secondary_028,secondary_echo_after_markan_mask,Matt 8:22,Luke 9:60,223,468,0.576413,0.714286,moderate_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,"ὁ δὲ Ἰησοῦς ⸀λέγει αὐτῷ· Ἀκολούθει μοι, καὶ ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς.","εἶπεν δὲ ⸀αὐτῷ· Ἄφες τοὺς νεκροὺς θάψαι τοὺς ἑαυτῶν νεκρούς, σὺ δὲ ἀπελθὼν διάγγελλε τὴν βασιλείαν τοῦ θεοῦ.",4,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,42,43,1,True
dt_secondary_046,secondary_echo_after_markan_mask,Matt 9:33,Luke 11:14,268,526,0.480515,0.545455,weaker_candidate;nonlocal_reorder,nonlocal_or_displaced_echo,καὶ ἐκβληθέντος τοῦ δαιμονίου ἐλάλησεν ὁ κωφός. καὶ ἐθαύμασαν οἱ ὄχλοι λέγοντες· Οὐδέποτε ἐφάνη οὕτως ἐν τῷ Ἰσραήλ.,Καὶ ἦν ἐκβάλλων ⸀δαιμόνιον κωφόν· ἐγένετο δὲ τοῦ δαιμονίου ἐξελθόντος ἐλάλησεν ὁ κωφός. καὶ ἐθαύμασαν οἱ ὄχλοι·,6,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,43,60,17,True
dt_secondary_029,secondary_echo_after_markan_mask,Matt 9:37,Luke 10:2,272,472,0.576059,0.714286,moderate_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,"τότε λέγει τοῖς μαθηταῖς αὐτοῦ· Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι·","ἔλεγεν ⸀δὲ πρὸς αὐτούς· Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι· δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ⸂ἐργάτας ἐκβάλῃ⸃ εἰς τὸν θερισμὸν αὐτοῦ.",5,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,44,44,0,True
dt_secondary_020,secondary_echo_after_markan_mask,Matt 9:38,Luke 10:2,273,472,0.634448,0.833333,moderate_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ἐκβάλῃ ἐργάτας εἰς τὸν θερισμὸν αὐτοῦ.,"ἔλεγεν ⸀δὲ πρὸς αὐτούς· Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι· δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ⸂ἐργάτας ἐκβάλῃ⸃ εἰς τὸν θερισμὸν αὐτοῦ.",5,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,45,45,0,True
dt_secondary_056,secondary_echo_after_markan_mask,Matt 10:14,Luke 9:5,287,413,0.420267,0.75,weaker_candidate,secondary_echo,"καὶ ὃς ⸀ἂν μὴ δέξηται ὑμᾶς μηδὲ ἀκούσῃ τοὺς λόγους ὑμῶν, ἐξερχόμενοι ⸀ἔξω τῆς οἰκίας ἢ τῆς πόλεως ἐκείνης ἐκτινάξατε τὸν κονιορτὸν τῶν ποδῶν ὑμῶν.","καὶ ὅσοι ⸀ἂν μὴ ⸀δέχωνται ὑμᾶς, ἐξερχόμενοι ἀπὸ τῆς πόλεως ⸀ἐκείνης τὸν κονιορτὸν ἀπὸ τῶν ποδῶν ὑμῶν ⸀ἀποτινάσσετε εἰς μαρτύριον ἐπ’ αὐτούς.",6,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,46,40,6,True
dt_secondary_059,secondary_echo_after_markan_mask,Matt 10:15,Luke 10:12,288,482,0.403833,0.666667,weaker_candidate;nonlocal_reorder,nonlocal_or_displaced_echo,"ἀμὴν λέγω ὑμῖν, ἀνεκτότερον ἔσται γῇ Σοδόμων καὶ Γομόρρων ἐν ἡμέρᾳ κρίσεως ἢ τῇ πόλει ἐκείνῃ.",λέγω ὑμῖν ὅτι Σοδόμοις ἐν τῇ ἡμέρᾳ ἐκείνῃ ἀνεκτότερον ἔσται ἢ τῇ πόλει ἐκείνῃ.,6,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,47,46,1,True
dt_secondary_039,secondary_echo_after_markan_mask,Matt 10:24,Luke 6:40,297,293,0.508187,0.666667,weaker_candidate,secondary_echo,Οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν διδάσκαλον οὐδὲ δοῦλος ὑπὲρ τὸν κύριον αὐτοῦ.,"οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν ⸀διδάσκαλον, κατηρτισμένος δὲ πᾶς ἔσται ὡς ὁ διδάσκαλος αὐτοῦ.",4,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,48,19,29,True
dt_secondary_033,secondary_echo_after_markan_mask,Matt 10:26,Luke 12:2,299,568,0.570855,0.875,moderate_verbal_echo;nonlocal_reorder,nonlocal_or_displaced_echo,"Μὴ οὖν φοβηθῆτε αὐτούς· οὐδὲν γάρ ἐστιν κεκαλυμμένον ὃ οὐκ ἀποκαλυφθήσεται, καὶ κρυπτὸν ὃ οὐ γνωσθήσεται.","οὐδὲν δὲ συγκεκαλυμμένον ἐστὶν ὃ οὐκ ἀποκαλυφθήσεται, καὶ κρυπτὸν ὃ οὐ γνωσθήσεται.",6,Strong displaced sayings echo; supports real shared tradition but weakens simple linear copying unless redistribution theory is supplied.,Direct-use models need plausible relocation/clustering/redistribution explanation.,49,72,23,True
