pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,matt_span_verse_count,mark_unmatched_count,matt_unmatched_count,mark_token_count,matt_token_count,gap_before_mark_count,gap_before_matt_count,gap_category,mark_range,matt_range,representative_primary_pairs,mark_text_preview,matt_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model
Mark↔Matthew,6,Mark Mark 2:5–Mark 2:22 / Matt Matt 9:2–Matt 9:17,15,0.458111,18,16,3,1,375,313,3,30,target_addition_or_interposition,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,Mark 2:5~Matt 9:2; Mark 2:6~Matt 9:3; Mark 2:8~Matt 9:4; Mark 2:9~Matt 9:5; Mark 2:10~Matt 9:6,"⸂καὶ ἰδὼν⸃ ὁ Ἰησοῦς τὴν πίστιν αὐτῶν λέγει τῷ παραλυτικῷ· Τέκνον, ⸂ἀφίενταί σου⸃ αἱ ⸀ἁμαρτίαι. ἦσαν δέ τινες τῶν γραμματέων ἐκεῖ καθήμενοι καὶ διαλογιζόμενοι ἐν ταῖς καρδίαις αὐτῶν· Τί οὗτος οὕτως λαλεῖ; ⸀βλασφημεῖ· τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ εἷς ὁ θεός;","Καὶ ἰδοὺ προσέφερον αὐτῷ παραλυτικὸν ἐπὶ κλίνης βεβλημένον. καὶ ἰδὼν ὁ Ἰησοῦς τὴν πίστιν αὐτῶν εἶπεν τῷ παραλυτικῷ· Θάρσει, τέκνον· ⸀ἀφίενταί ⸂σου αἱ ἁμαρτίαι⸃. καὶ ἰδού τινες τῶν γραμματέων εἶπαν ἐν ἑαυτοῖς· Οὗτος βλασφημεῖ. καὶ ⸀εἰδὼς ὁ Ἰησοῦς τὰς ἐνθυμήσεις αὐτῶν εἶπεν· ⸀Ἱνατί ἐνθυμεῖσθε πονηρὰ ἐν ταῖς καρδίαις ὑμῶν;",matthew_used_mark,Mark,Matthew,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,abbreviation; matt_omissions; tempo_smoothing; matt_interposition,,"Matthew span is shorter (313 vs 375); this requires abbreviation, omission, or simplification. | Within the span Mark has more unmatched verses (3 vs Matthew 1), which requires Matthew to compress, omit, or redistribute more material. | Mark has more tempo markers εὐθύς/εὐθέως in this span (2 vs 0); Mark→Matthew implies tempo smoothing or de-intensification. | Before this block Matthew has an inserted/repositioned interval of 30 verses (Matt 8:6–Matt 9:1) compared with 3 in Mark.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,6,Mark Mark 2:5–Mark 2:22 / Matt Matt 9:2–Matt 9:17,15,0.458111,18,16,3,1,375,313,3,30,target_addition_or_interposition,Mark 2:5–Mark 2:22,Matt 9:2–Matt 9:17,Mark 2:5~Matt 9:2; Mark 2:6~Matt 9:3; Mark 2:8~Matt 9:4; Mark 2:9~Matt 9:5; Mark 2:10~Matt 9:6,"⸂καὶ ἰδὼν⸃ ὁ Ἰησοῦς τὴν πίστιν αὐτῶν λέγει τῷ παραλυτικῷ· Τέκνον, ⸂ἀφίενταί σου⸃ αἱ ⸀ἁμαρτίαι. ἦσαν δέ τινες τῶν γραμματέων ἐκεῖ καθήμενοι καὶ διαλογιζόμενοι ἐν ταῖς καρδίαις αὐτῶν· Τί οὗτος οὕτως λαλεῖ; ⸀βλασφημεῖ· τίς δύναται ἀφιέναι ἁμαρτίας εἰ μὴ εἷς ὁ θεός;","Καὶ ἰδοὺ προσέφερον αὐτῷ παραλυτικὸν ἐπὶ κλίνης βεβλημένον. καὶ ἰδὼν ὁ Ἰησοῦς τὴν πίστιν αὐτῶν εἶπεν τῷ παραλυτικῷ· Θάρσει, τέκνον· ⸀ἀφίενταί ⸂σου αἱ ἁμαρτίαι⸃. καὶ ἰδού τινες τῶν γραμματέων εἶπαν ἐν ἑαυτοῖς· Οὗτος βλασφημεῖ. καὶ ⸀εἰδὼς ὁ Ἰησοῦς τὰς ἐνθυμήσεις αὐτῶν εἶπεν· ⸀Ἱνατί ἐνθυμεῖσθε πονηρὰ ἐν ταῖς καρδίαις ὑμῶν;",mark_used_matthew,Matthew,Mark,Matt 9:2–Matt 9:17,Mark 2:5–Mark 2:22,expansion; mark_additions; tempo_intensification; mark_nonuse_of_matt_gap,,"Mark span is longer (375 vs 313); this requires expansion, vividization, or added detail. | Within the span Mark preserves more unmatched material (3 vs 1), which fits Markan expansion, retention, or de-grouping. | Mark has more tempo markers (2 vs 0); Matthew→Mark implies intensification or vividization. | Before this block Mark lacks a Matthean interval of 30 verses (Matt 8:6–Matt 9:1); Matthew→Mark requires omission or non-use of that material.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,7,Mark Mark 2:23–Mark 3:7 / Matt Matt 12:1–Matt 12:15,12,0.377841,13,15,1,3,223,240,0,93,target_addition_or_interposition,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,Mark 2:23~Matt 12:1; Mark 2:24~Matt 12:2; Mark 2:25~Matt 12:3; Mark 2:26~Matt 12:4; Mark 2:27~Matt 12:5,"Καὶ ἐγένετο ⸂αὐτὸν ἐν τοῖς σάββασιν παραπορεύεσθαι⸃ διὰ τῶν σπορίμων, καὶ ⸂οἱ μαθηταὶ αὐτοῦ ἤρξαντο⸃ ὁδὸν ποιεῖν τίλλοντες τοὺς στάχυας. καὶ οἱ Φαρισαῖοι ἔλεγον αὐτῷ· Ἴδε τί ⸀ποιοῦσιν τοῖς σάββασιν ὃ οὐκ ἔξεστιν; καὶ ⸀λέγει αὐτοῖς· Οὐδέποτε ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε χρείαν ἔσχεν καὶ ἐπείνασεν αὐτὸς καὶ οἱ μετʼ αὐτοῦ;",Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη ὁ Ἰησοῦς τοῖς σάββασιν διὰ τῶν σπορίμων· οἱ δὲ μαθηταὶ αὐτοῦ ἐπείνασαν καὶ ἤρξαντο τίλλειν στάχυας καὶ ἐσθίειν. οἱ δὲ Φαρισαῖοι ἰδόντες εἶπαν αὐτῷ· Ἰδοὺ οἱ μαθηταί σου ποιοῦσιν ὃ οὐκ ἔξεστιν ποιεῖν ἐν σαββάτῳ. ὁ δὲ εἶπεν αὐτοῖς· Οὐκ ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε ⸀ἐπείνασεν καὶ οἱ μετʼ αὐτοῦ;,matthew_used_mark,Mark,Matthew,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,length_neutral; matt_additions; tempo_smoothing; matt_interposition,,"Span lengths are close (223 vs 240); neither direction is decided by block length alone. | Within the span Matthew has more unmatched verses (3 vs Mark 1), which fits added material or redistribution into the Matthean span. | Mark has more tempo markers εὐθύς/εὐθέως in this span (1 vs 0); Mark→Matthew implies tempo smoothing or de-intensification. | Before this block Matthew has an inserted/repositioned interval of 93 verses (Matt 9:18–Matt 11:30) compared with 0 in Mark.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,7,Mark Mark 2:23–Mark 3:7 / Matt Matt 12:1–Matt 12:15,12,0.377841,13,15,1,3,223,240,0,93,target_addition_or_interposition,Mark 2:23–Mark 3:7,Matt 12:1–Matt 12:15,Mark 2:23~Matt 12:1; Mark 2:24~Matt 12:2; Mark 2:25~Matt 12:3; Mark 2:26~Matt 12:4; Mark 2:27~Matt 12:5,"Καὶ ἐγένετο ⸂αὐτὸν ἐν τοῖς σάββασιν παραπορεύεσθαι⸃ διὰ τῶν σπορίμων, καὶ ⸂οἱ μαθηταὶ αὐτοῦ ἤρξαντο⸃ ὁδὸν ποιεῖν τίλλοντες τοὺς στάχυας. καὶ οἱ Φαρισαῖοι ἔλεγον αὐτῷ· Ἴδε τί ⸀ποιοῦσιν τοῖς σάββασιν ὃ οὐκ ἔξεστιν; καὶ ⸀λέγει αὐτοῖς· Οὐδέποτε ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε χρείαν ἔσχεν καὶ ἐπείνασεν αὐτὸς καὶ οἱ μετʼ αὐτοῦ;",Ἐν ἐκείνῳ τῷ καιρῷ ἐπορεύθη ὁ Ἰησοῦς τοῖς σάββασιν διὰ τῶν σπορίμων· οἱ δὲ μαθηταὶ αὐτοῦ ἐπείνασαν καὶ ἤρξαντο τίλλειν στάχυας καὶ ἐσθίειν. οἱ δὲ Φαρισαῖοι ἰδόντες εἶπαν αὐτῷ· Ἰδοὺ οἱ μαθηταί σου ποιοῦσιν ὃ οὐκ ἔξεστιν ποιεῖν ἐν σαββάτῳ. ὁ δὲ εἶπεν αὐτοῖς· Οὐκ ἀνέγνωτε τί ἐποίησεν Δαυὶδ ὅτε ⸀ἐπείνασεν καὶ οἱ μετʼ αὐτοῦ;,mark_used_matthew,Matthew,Mark,Matt 12:1–Matt 12:15,Mark 2:23–Mark 3:7,length_neutral; mark_omissions; tempo_intensification; mark_nonuse_of_matt_gap,,"Span lengths are close (223 vs 240); neither direction is decided by block length alone. | Within the span Mark lacks 2 relative Matthean verses, which requires omission or stronger compression. | Mark has more tempo markers (1 vs 0); Matthew→Mark implies intensification or vividization. | Before this block Mark lacks a Matthean interval of 93 verses (Matt 9:18–Matt 11:30); Matthew→Mark requires omission or non-use of that material.",Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,8,Mark Mark 3:21–Mark 3:29 / Matt Matt 12:23–Matt 12:32,7,0.313823,9,10,2,3,147,200,13,7,source_material_omitted_or_compressed_by_target,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,Mark 3:21~Matt 12:23; Mark 3:22~Matt 12:24; Mark 3:25~Matt 12:25; Mark 3:26~Matt 12:26; Mark 3:27~Matt 12:29,"καὶ ἀκούσαντες οἱ παρʼ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν, ἔλεγον γὰρ ὅτι ἐξέστη. καὶ οἱ γραμματεῖς οἱ ἀπὸ Ἱεροσολύμων καταβάντες ἔλεγον ὅτι Βεελζεβοὺλ ἔχει καὶ ὅτι ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια. καὶ προσκαλεσάμενος αὐτοὺς ἐν παραβολαῖς ἔλεγεν αὐτοῖς· Πῶς δύναται Σατανᾶς Σατανᾶν ἐκβάλλειν;","καὶ ἐξίσταντο πάντες οἱ ὄχλοι καὶ ἔλεγον· Μήτι οὗτός ἐστιν ὁ υἱὸς Δαυίδ; οἱ δὲ Φαρισαῖοι ἀκούσαντες εἶπον· Οὗτος οὐκ ἐκβάλλει τὰ δαιμόνια εἰ μὴ ἐν τῷ Βεελζεβοὺλ ἄρχοντι τῶν δαιμονίων. εἰδὼς ⸀δὲ τὰς ἐνθυμήσεις αὐτῶν εἶπεν αὐτοῖς· Πᾶσα βασιλεία μερισθεῖσα καθʼ ἑαυτῆς ἐρημοῦται, καὶ πᾶσα πόλις ἢ οἰκία μερισθεῖσα καθʼ ἑαυτῆς οὐ σταθήσεται.",matthew_used_mark,Mark,Matthew,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,expansion; matt_additions; matt_nonuse_of_mark_gap,,"Matthew span is longer (200 tokens vs 147); this requires expansion, insertion, or fuller retelling. | Within the span Matthew has more unmatched verses (3 vs Mark 2), which fits added material or redistribution into the Matthean span. | Before this block Mark has an unmatched interval of 13 verses (Mark 3:8–Mark 3:20) compared with 7 in Matthew.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,8,Mark Mark 3:21–Mark 3:29 / Matt Matt 12:23–Matt 12:32,7,0.313823,9,10,2,3,147,200,13,7,source_material_omitted_or_compressed_by_target,Mark 3:21–Mark 3:29,Matt 12:23–Matt 12:32,Mark 3:21~Matt 12:23; Mark 3:22~Matt 12:24; Mark 3:25~Matt 12:25; Mark 3:26~Matt 12:26; Mark 3:27~Matt 12:29,"καὶ ἀκούσαντες οἱ παρʼ αὐτοῦ ἐξῆλθον κρατῆσαι αὐτόν, ἔλεγον γὰρ ὅτι ἐξέστη. καὶ οἱ γραμματεῖς οἱ ἀπὸ Ἱεροσολύμων καταβάντες ἔλεγον ὅτι Βεελζεβοὺλ ἔχει καὶ ὅτι ἐν τῷ ἄρχοντι τῶν δαιμονίων ἐκβάλλει τὰ δαιμόνια. καὶ προσκαλεσάμενος αὐτοὺς ἐν παραβολαῖς ἔλεγεν αὐτοῖς· Πῶς δύναται Σατανᾶς Σατανᾶν ἐκβάλλειν;","καὶ ἐξίσταντο πάντες οἱ ὄχλοι καὶ ἔλεγον· Μήτι οὗτός ἐστιν ὁ υἱὸς Δαυίδ; οἱ δὲ Φαρισαῖοι ἀκούσαντες εἶπον· Οὗτος οὐκ ἐκβάλλει τὰ δαιμόνια εἰ μὴ ἐν τῷ Βεελζεβοὺλ ἄρχοντι τῶν δαιμονίων. εἰδὼς ⸀δὲ τὰς ἐνθυμήσεις αὐτῶν εἶπεν αὐτοῖς· Πᾶσα βασιλεία μερισθεῖσα καθʼ ἑαυτῆς ἐρημοῦται, καὶ πᾶσα πόλις ἢ οἰκία μερισθεῖσα καθʼ ἑαυτῆς οὐ σταθήσεται.",mark_used_matthew,Matthew,Mark,Matt 12:23–Matt 12:32,Mark 3:21–Mark 3:29,abbreviation; mark_omissions; mark_preserves_extra_material,,"Mark span is shorter (147 vs 200); this requires abbreviation, omission, or condensation. | Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression. | Before this block Matthew lacks a Markan interval of 13 verses (Mark 3:8–Mark 3:20); Matthew→Mark fits Markan expansion, preservation, or non-Matthean material.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,9,Mark Mark 3:31–Mark 4:11 / Matt Matt 12:46–Matt 13:11,15,0.531866,16,16,1,1,267,253,1,13,target_addition_or_interposition,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,Mark 3:31~Matt 12:46; Mark 3:32~Matt 12:47; Mark 3:33~Matt 12:48; Mark 3:34~Matt 12:49; Mark 3:35~Matt 12:50,"⸂Καὶ ἔρχονται⸃ ⸂ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ⸃ καὶ ἔξω ⸀στήκοντες ἀπέστειλαν πρὸς αὐτὸν ⸀καλοῦντες αὐτόν. καὶ ἐκάθητο ⸂περὶ αὐτὸν ὄχλος⸃, ⸂καὶ λέγουσιν⸃ αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί ⸀σου ἔξω ζητοῦσίν σε. καὶ ⸂ἀποκριθεὶς αὐτοῖς λέγει⸃· Τίς ἐστιν ἡ μήτηρ μου ⸀ἢ οἱ ἀδελφοί ⸀μου;","Ἔτι ⸀δὲ αὐτοῦ λαλοῦντος τοῖς ὄχλοις ἰδοὺ ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ εἱστήκεισαν ἔξω ζητοῦντες αὐτῷ λαλῆσαι. ⸂εἶπεν δέ τις αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἔξω ἑστήκασιν, ζητοῦντές σοι λαλῆσαι.⸃ ὁ δὲ ἀποκριθεὶς εἶπεν τῷ ⸀λέγοντι αὐτῷ· Τίς ἐστιν ἡ μήτηρ μου, καὶ τίνες εἰσὶν οἱ ἀδελφοί μου;",matthew_used_mark,Mark,Matthew,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,length_neutral; terminology_shift; verbal_smoothing; matt_interposition,,Span lengths are close (267 vs 253); neither direction is decided by block length alone. | Mark uses βασιλεία τοῦ θεοῦ (1) while Matthew uses βασιλεία τῶν οὐρανῶν (1); Mark→Matthew implies terminology substitution. | Mark has a higher present-indicative ratio in the span (0.2564 vs 0.1333); Mark→Matthew fits verbal smoothing away from present-tense vividness. | Before this block Matthew has an inserted/repositioned interval of 13 verses (Matt 12:33–Matt 12:45) compared with 1 in Mark.,Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,9,Mark Mark 3:31–Mark 4:11 / Matt Matt 12:46–Matt 13:11,15,0.531866,16,16,1,1,267,253,1,13,target_addition_or_interposition,Mark 3:31–Mark 4:11,Matt 12:46–Matt 13:11,Mark 3:31~Matt 12:46; Mark 3:32~Matt 12:47; Mark 3:33~Matt 12:48; Mark 3:34~Matt 12:49; Mark 3:35~Matt 12:50,"⸂Καὶ ἔρχονται⸃ ⸂ἡ μήτηρ αὐτοῦ καὶ οἱ ἀδελφοὶ αὐτοῦ⸃ καὶ ἔξω ⸀στήκοντες ἀπέστειλαν πρὸς αὐτὸν ⸀καλοῦντες αὐτόν. καὶ ἐκάθητο ⸂περὶ αὐτὸν ὄχλος⸃, ⸂καὶ λέγουσιν⸃ αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί ⸀σου ἔξω ζητοῦσίν σε. καὶ ⸂ἀποκριθεὶς αὐτοῖς λέγει⸃· Τίς ἐστιν ἡ μήτηρ μου ⸀ἢ οἱ ἀδελφοί ⸀μου;","Ἔτι ⸀δὲ αὐτοῦ λαλοῦντος τοῖς ὄχλοις ἰδοὺ ἡ μήτηρ καὶ οἱ ἀδελφοὶ αὐτοῦ εἱστήκεισαν ἔξω ζητοῦντες αὐτῷ λαλῆσαι. ⸂εἶπεν δέ τις αὐτῷ· Ἰδοὺ ἡ μήτηρ σου καὶ οἱ ἀδελφοί σου ἔξω ἑστήκασιν, ζητοῦντές σοι λαλῆσαι.⸃ ὁ δὲ ἀποκριθεὶς εἶπεν τῷ ⸀λέγοντι αὐτῷ· Τίς ἐστιν ἡ μήτηρ μου, καὶ τίνες εἰσὶν οἱ ἀδελφοί μου;",mark_used_matthew,Matthew,Mark,Matt 12:46–Matt 13:11,Mark 3:31–Mark 4:11,length_neutral; terminology_shift; verbal_vividization; mark_nonuse_of_matt_gap,,Span lengths are close (267 vs 253); neither direction is decided by block length alone. | The same contrast requires Matthew→Mark to replace βασιλεία τῶν οὐρανῶν with βασιλεία τοῦ θεοῦ. | Matthew→Mark would require present-tense vividization (0.1333→0.2564). | Before this block Mark lacks a Matthean interval of 13 verses (Matt 12:33–Matt 12:45); Matthew→Mark requires omission or non-use of that material.,Matthew has large source material that Mark must omit or ignore; cumulative omission burden is high.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,10,Mark Mark 4:14–Mark 4:20 / Matt Matt 13:18–Matt 13:23,6,0.489696,7,6,1,0,132,129,2,6,minor_gap_or_local_relocation,Mark 4:14–Mark 4:20,Matt 13:18–Matt 13:23,Mark 4:14~Matt 13:18; Mark 4:15~Matt 13:19; Mark 4:16~Matt 13:20; Mark 4:17~Matt 13:21; Mark 4:19~Matt 13:22,"ὁ σπείρων τὸν λόγον σπείρει. οὗτοι δέ εἰσιν οἱ παρὰ τὴν ὁδὸν ὅπου σπείρεται ὁ λόγος, καὶ ὅταν ἀκούσωσιν ⸀εὐθὺς ἔρχεται ὁ Σατανᾶς καὶ αἴρει τὸν λόγον τὸν ἐσπαρμένον ⸂εἰς αὐτούς⸃. καὶ οὗτοί εἰσιν ⸀ὁμοίως οἱ ἐπὶ τὰ πετρώδη σπειρόμενοι, οἳ ὅταν ἀκούσωσιν τὸν λόγον ⸀εὐθὺς μετὰ χαρᾶς λαμβάνουσιν αὐτόν,","Ὑμεῖς οὖν ἀκούσατε τὴν παραβολὴν τοῦ ⸀σπείραντος. παντὸς ἀκούοντος τὸν λόγον τῆς βασιλείας καὶ μὴ συνιέντος, ἔρχεται ὁ πονηρὸς καὶ ἁρπάζει τὸ ἐσπαρμένον ἐν τῇ καρδίᾳ αὐτοῦ· οὗτός ἐστιν ὁ παρὰ τὴν ὁδὸν σπαρείς. ὁ δὲ ἐπὶ τὰ πετρώδη σπαρείς, οὗτός ἐστιν ὁ τὸν λόγον ἀκούων καὶ εὐθὺς μετὰ χαρᾶς λαμβάνων αὐτόν,",matthew_used_mark,Mark,Matthew,Mark 4:14–Mark 4:20,Matt 13:18–Matt 13:23,length_neutral; matt_omissions; tempo_smoothing,,"Span lengths are close (132 vs 129); neither direction is decided by block length alone. | Within the span Mark has more unmatched verses (1 vs Matthew 0), which requires Matthew to compress, omit, or redistribute more material. | Mark has more tempo markers εὐθύς/εὐθέως in this span (3 vs 2); Mark→Matthew implies tempo smoothing or de-intensification.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,10,Mark Mark 4:14–Mark 4:20 / Matt Matt 13:18–Matt 13:23,6,0.489696,7,6,1,0,132,129,2,6,minor_gap_or_local_relocation,Mark 4:14–Mark 4:20,Matt 13:18–Matt 13:23,Mark 4:14~Matt 13:18; Mark 4:15~Matt 13:19; Mark 4:16~Matt 13:20; Mark 4:17~Matt 13:21; Mark 4:19~Matt 13:22,"ὁ σπείρων τὸν λόγον σπείρει. οὗτοι δέ εἰσιν οἱ παρὰ τὴν ὁδὸν ὅπου σπείρεται ὁ λόγος, καὶ ὅταν ἀκούσωσιν ⸀εὐθὺς ἔρχεται ὁ Σατανᾶς καὶ αἴρει τὸν λόγον τὸν ἐσπαρμένον ⸂εἰς αὐτούς⸃. καὶ οὗτοί εἰσιν ⸀ὁμοίως οἱ ἐπὶ τὰ πετρώδη σπειρόμενοι, οἳ ὅταν ἀκούσωσιν τὸν λόγον ⸀εὐθὺς μετὰ χαρᾶς λαμβάνουσιν αὐτόν,","Ὑμεῖς οὖν ἀκούσατε τὴν παραβολὴν τοῦ ⸀σπείραντος. παντὸς ἀκούοντος τὸν λόγον τῆς βασιλείας καὶ μὴ συνιέντος, ἔρχεται ὁ πονηρὸς καὶ ἁρπάζει τὸ ἐσπαρμένον ἐν τῇ καρδίᾳ αὐτοῦ· οὗτός ἐστιν ὁ παρὰ τὴν ὁδὸν σπαρείς. ὁ δὲ ἐπὶ τὰ πετρώδη σπαρείς, οὗτός ἐστιν ὁ τὸν λόγον ἀκούων καὶ εὐθὺς μετὰ χαρᾶς λαμβάνων αὐτόν,",mark_used_matthew,Matthew,Mark,Matt 13:18–Matt 13:23,Mark 4:14–Mark 4:20,length_neutral; mark_additions; tempo_intensification,,"Span lengths are close (132 vs 129); neither direction is decided by block length alone. | Within the span Mark preserves more unmatched material (1 vs 0), which fits Markan expansion, retention, or de-grouping. | Mark has more tempo markers (3 vs 2); Matthew→Mark implies intensification or vividization.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
