pair,block_id,block_label,pair_count,avg_score,mark_span_verse_count,matt_span_verse_count,mark_unmatched_count,matt_unmatched_count,mark_token_count,matt_token_count,gap_before_mark_count,gap_before_matt_count,gap_category,mark_range,matt_range,representative_primary_pairs,mark_text_preview,matt_text_preview,direction_id,source,target,source_range,target_range,operations,burden_score,required_explanations,contrary_evidence,plausible_response_model
Mark↔Matthew,11,Mark Mark 4:31–Mark 4:34 / Matt Matt 13:31–Matt 13:34,3,0.242945,4,4,1,1,68,88,10,7,minor_gap_or_local_relocation,Mark 4:31–Mark 4:34,Matt 13:31–Matt 13:34,Mark 4:31~Matt 13:31; Mark 4:32~Matt 13:32; Mark 4:34~Matt 13:34,"ὡς ⸀κόκκῳ σινάπεως, ὃς ὅταν σπαρῇ ἐπὶ τῆς γῆς, ⸂μικρότερον ὂν⸃ πάντων τῶν ⸀σπερμάτων τῶν ἐπὶ τῆς γῆς— καὶ ὅταν σπαρῇ, ἀναβαίνει καὶ γίνεται ⸂μεῖζον πάντων τῶν λαχάνων⸃ καὶ ποιεῖ κλάδους μεγάλους, ὥστε δύνασθαι ὑπὸ τὴν σκιὰν αὐτοῦ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνοῦν. Καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν λόγον, καθὼς ἠδύναντο ἀκούειν·","Ἄλλην παραβολὴν παρέθηκεν αὐτοῖς λέγων· Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν κόκκῳ σινάπεως, ὃν λαβὼν ἄνθρωπος ἔσπειρεν ἐν τῷ ἀγρῷ αὐτοῦ· ὃ μικρότερον μέν ἐστιν πάντων τῶν σπερμάτων, ὅταν δὲ αὐξηθῇ μεῖζον τῶν λαχάνων ἐστὶν καὶ γίνεται δένδρον, ὥστε ἐλθεῖν τὰ πετεινὰ τοῦ οὐρανοῦ καὶ κατασκηνοῦν ἐν τοῖς κλάδοις αὐτοῦ. Ἄλλην παραβολὴν ἐλάλησεν αὐτοῖς· Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν ζύμῃ, ἣν λαβοῦσα γυνὴ ⸀ἐνέκρυψεν εἰς ἀλεύρου σάτα τρία ἕως οὗ ἐζυμώθη ὅλον.",matthew_used_mark,Mark,Matthew,Mark 4:31–Mark 4:34,Matt 13:31–Matt 13:34,expansion; redistribution,,"Matthew span is longer (88 tokens vs 68); this requires expansion, insertion, or fuller retelling. | Alignment confidence is low; either direction would require more thematic redistribution or partial reuse assumptions.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,11,Mark Mark 4:31–Mark 4:34 / Matt Matt 13:31–Matt 13:34,3,0.242945,4,4,1,1,68,88,10,7,minor_gap_or_local_relocation,Mark 4:31–Mark 4:34,Matt 13:31–Matt 13:34,Mark 4:31~Matt 13:31; Mark 4:32~Matt 13:32; Mark 4:34~Matt 13:34,"ὡς ⸀κόκκῳ σινάπεως, ὃς ὅταν σπαρῇ ἐπὶ τῆς γῆς, ⸂μικρότερον ὂν⸃ πάντων τῶν ⸀σπερμάτων τῶν ἐπὶ τῆς γῆς— καὶ ὅταν σπαρῇ, ἀναβαίνει καὶ γίνεται ⸂μεῖζον πάντων τῶν λαχάνων⸃ καὶ ποιεῖ κλάδους μεγάλους, ὥστε δύνασθαι ὑπὸ τὴν σκιὰν αὐτοῦ τὰ πετεινὰ τοῦ οὐρανοῦ κατασκηνοῦν. Καὶ τοιαύταις παραβολαῖς πολλαῖς ἐλάλει αὐτοῖς τὸν λόγον, καθὼς ἠδύναντο ἀκούειν·","Ἄλλην παραβολὴν παρέθηκεν αὐτοῖς λέγων· Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν κόκκῳ σινάπεως, ὃν λαβὼν ἄνθρωπος ἔσπειρεν ἐν τῷ ἀγρῷ αὐτοῦ· ὃ μικρότερον μέν ἐστιν πάντων τῶν σπερμάτων, ὅταν δὲ αὐξηθῇ μεῖζον τῶν λαχάνων ἐστὶν καὶ γίνεται δένδρον, ὥστε ἐλθεῖν τὰ πετεινὰ τοῦ οὐρανοῦ καὶ κατασκηνοῦν ἐν τοῖς κλάδοις αὐτοῦ. Ἄλλην παραβολὴν ἐλάλησεν αὐτοῖς· Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν ζύμῃ, ἣν λαβοῦσα γυνὴ ⸀ἐνέκρυψεν εἰς ἀλεύρου σάτα τρία ἕως οὗ ἐζυμώθη ὅλον.",mark_used_matthew,Matthew,Mark,Matt 13:31–Matt 13:34,Mark 4:31–Mark 4:34,abbreviation; redistribution,,"Mark span is shorter (68 vs 88); this requires abbreviation, omission, or condensation. | Alignment confidence is low; either direction would require more thematic redistribution or partial reuse assumptions.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,12,Mark Mark 6:2–Mark 6:5 / Matt Matt 13:54–Matt 13:58,4,0.414693,4,5,0,1,105,96,51,19,source_material_omitted_or_compressed_by_target,Mark 6:2–Mark 6:5,Matt 13:54–Matt 13:58,Mark 6:2~Matt 13:54; Mark 6:3~Matt 13:55; Mark 6:4~Matt 13:57; Mark 6:5~Matt 13:58,"καὶ γενομένου σαββάτου ἤρξατο ⸂διδάσκειν ἐν τῇ συναγωγῇ⸃· καὶ ⸀οἱ πολλοὶ ἀκούοντες ἐξεπλήσσοντο λέγοντες· Πόθεν τούτῳ ταῦτα, καὶ τίς ἡ σοφία ἡ δοθεῖσα ⸀τούτῳ, καὶ ⸀αἱ δυνάμεις τοιαῦται διὰ τῶν χειρῶν αὐτοῦ ⸀γινόμεναι; οὐχ οὗτός ἐστιν ὁ τέκτων, ὁ υἱὸς ⸀τῆς Μαρίας ⸂καὶ ἀδελφὸς⸃ Ἰακώβου καὶ ⸀Ἰωσῆτος καὶ Ἰούδα καὶ Σίμωνος; καὶ οὐκ εἰσὶν αἱ ἀδελφαὶ αὐτοῦ ὧδε πρὸς ἡμᾶς; καὶ ἐσκανδαλίζοντο ἐν αὐτῷ. ⸂καὶ ἔλεγεν⸃ αὐτοῖς ὁ Ἰησοῦς ὅτι Οὐκ ἔστιν προφήτης ἄτιμος εἰ μὴ ἐν τῇ πατρίδι αὐτοῦ καὶ ἐν τοῖς ⸂συγγενε …","καὶ ἐλθὼν εἰς τὴν πατρίδα αὐτοῦ ἐδίδασκεν αὐτοὺς ἐν τῇ συναγωγῇ αὐτῶν, ὥστε ἐκπλήσσεσθαι αὐτοὺς καὶ λέγειν· Πόθεν τούτῳ ἡ σοφία αὕτη καὶ αἱ δυνάμεις; οὐχ οὗτός ἐστιν ὁ τοῦ τέκτονος υἱός; ⸀οὐχ ἡ μήτηρ αὐτοῦ λέγεται Μαριὰμ καὶ οἱ ἀδελφοὶ αὐτοῦ Ἰάκωβος καὶ ⸀Ἰωσὴφ καὶ Σίμων καὶ Ἰούδας; καὶ αἱ ἀδελφαὶ αὐτοῦ οὐχὶ πᾶσαι πρὸς ἡμᾶς εἰσιν; πόθεν οὖν τούτῳ ταῦτα πάντα;",matthew_used_mark,Mark,Matthew,Mark 6:2–Mark 6:5,Matt 13:54–Matt 13:58,length_neutral; matt_additions; verbal_vividization; matt_nonuse_of_mark_gap,,"Span lengths are close (105 vs 96); neither direction is decided by block length alone. | Within the span Matthew has more unmatched verses (1 vs Mark 0), which fits added material or redistribution into the Matthean span. | Matthew has a higher present-indicative ratio in the span (0.5 vs 0.3333); Mark→Matthew would require added present-tense vividness. | Before this block Mark has an unmatched interval of 51 verses (Mark 4:35–Mark 6:1) compared with 19 in Matthew.",Local changes still require redactional explanation.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,12,Mark Mark 6:2–Mark 6:5 / Matt Matt 13:54–Matt 13:58,4,0.414693,4,5,0,1,105,96,51,19,source_material_omitted_or_compressed_by_target,Mark 6:2–Mark 6:5,Matt 13:54–Matt 13:58,Mark 6:2~Matt 13:54; Mark 6:3~Matt 13:55; Mark 6:4~Matt 13:57; Mark 6:5~Matt 13:58,"καὶ γενομένου σαββάτου ἤρξατο ⸂διδάσκειν ἐν τῇ συναγωγῇ⸃· καὶ ⸀οἱ πολλοὶ ἀκούοντες ἐξεπλήσσοντο λέγοντες· Πόθεν τούτῳ ταῦτα, καὶ τίς ἡ σοφία ἡ δοθεῖσα ⸀τούτῳ, καὶ ⸀αἱ δυνάμεις τοιαῦται διὰ τῶν χειρῶν αὐτοῦ ⸀γινόμεναι; οὐχ οὗτός ἐστιν ὁ τέκτων, ὁ υἱὸς ⸀τῆς Μαρίας ⸂καὶ ἀδελφὸς⸃ Ἰακώβου καὶ ⸀Ἰωσῆτος καὶ Ἰούδα καὶ Σίμωνος; καὶ οὐκ εἰσὶν αἱ ἀδελφαὶ αὐτοῦ ὧδε πρὸς ἡμᾶς; καὶ ἐσκανδαλίζοντο ἐν αὐτῷ. ⸂καὶ ἔλεγεν⸃ αὐτοῖς ὁ Ἰησοῦς ὅτι Οὐκ ἔστιν προφήτης ἄτιμος εἰ μὴ ἐν τῇ πατρίδι αὐτοῦ καὶ ἐν τοῖς ⸂συγγενε …","καὶ ἐλθὼν εἰς τὴν πατρίδα αὐτοῦ ἐδίδασκεν αὐτοὺς ἐν τῇ συναγωγῇ αὐτῶν, ὥστε ἐκπλήσσεσθαι αὐτοὺς καὶ λέγειν· Πόθεν τούτῳ ἡ σοφία αὕτη καὶ αἱ δυνάμεις; οὐχ οὗτός ἐστιν ὁ τοῦ τέκτονος υἱός; ⸀οὐχ ἡ μήτηρ αὐτοῦ λέγεται Μαριὰμ καὶ οἱ ἀδελφοὶ αὐτοῦ Ἰάκωβος καὶ ⸀Ἰωσὴφ καὶ Σίμων καὶ Ἰούδας; καὶ αἱ ἀδελφαὶ αὐτοῦ οὐχὶ πᾶσαι πρὸς ἡμᾶς εἰσιν; πόθεν οὖν τούτῳ ταῦτα πάντα;",mark_used_matthew,Matthew,Mark,Matt 13:54–Matt 13:58,Mark 6:2–Mark 6:5,length_neutral; mark_omissions; verbal_smoothing; mark_preserves_extra_material,,"Span lengths are close (105 vs 96); neither direction is decided by block length alone. | Within the span Mark lacks 1 relative Matthean verses, which requires omission or stronger compression. | Matthew→Mark would fit smoothing away from present-tense vividness (0.5→0.3333). | Before this block Matthew lacks a Markan interval of 51 verses (Mark 4:35–Mark 6:1); Matthew→Mark fits Markan expansion, preservation, or non-Matthean material.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,13,Mark Mark 6:14–Mark 7:3 / Matt Matt 14:2–Matt 15:2,30,0.376474,46,37,16,7,799,577,8,1,source_material_omitted_or_compressed_by_target,Mark 6:14–Mark 7:3,Matt 14:2–Matt 15:2,Mark 6:14~Matt 14:2; Mark 6:17~Matt 14:3; Mark 6:18~Matt 14:4; Mark 6:19~Matt 14:5; Mark 6:22~Matt 14:6,"Καὶ ἤκουσεν ὁ βασιλεὺς Ἡρῴδης, φανερὸν γὰρ ἐγένετο τὸ ὄνομα αὐτοῦ, καὶ ⸀ἔλεγον ὅτι Ἰωάννης ὁ βαπτίζων ⸂ἐγήγερται ἐκ νεκρῶν⸃, καὶ διὰ τοῦτο ἐνεργοῦσιν αἱ δυνάμεις ἐν αὐτῷ· ἄλλοι ⸀δὲ ἔλεγον ὅτι Ἠλίας ἐστίν· ἄλλοι δὲ ἔλεγον ὅτι ⸀προφήτης ὡς εἷς τῶν προφητῶν. ἀκούσας δὲ ⸀ὁ Ἡρῴδης ⸀ἔλεγεν· Ὃν ἐγὼ ἀπεκεφάλισα Ἰωάννην, οὗτος ⸀ἠγέρθη.","καὶ εἶπεν τοῖς παισὶν αὐτοῦ· Οὗτός ἐστιν Ἰωάννης ὁ βαπτιστής· αὐτὸς ἠγέρθη ἀπὸ τῶν νεκρῶν, καὶ διὰ τοῦτο αἱ δυνάμεις ἐνεργοῦσιν ἐν αὐτῷ. Ὁ γὰρ Ἡρῴδης κρατήσας τὸν Ἰωάννην ἔδησεν ⸀αὐτὸν καὶ ⸂ἐν φυλακῇ ἀπέθετο⸃ διὰ Ἡρῳδιάδα τὴν γυναῖκα Φιλίππου τοῦ ἀδελφοῦ αὐτοῦ, ἔλεγεν γὰρ ⸂αὐτῷ ὁ Ἰωάννης⸃· Οὐκ ἔξεστίν σοι ἔχειν αὐτήν·",matthew_used_mark,Mark,Matthew,Mark 6:14–Mark 7:3,Matt 14:2–Matt 15:2,abbreviation; matt_omissions; tempo_smoothing; matt_nonuse_of_mark_gap,,"Matthew span is shorter (577 vs 799); this requires abbreviation, omission, or simplification. | Within the span Mark has more unmatched verses (16 vs Matthew 7), which requires Matthew to compress, omit, or redistribute more material. | Mark has more tempo markers εὐθύς/εὐθέως in this span (5 vs 3); Mark→Matthew implies tempo smoothing or de-intensification. | Before this block Mark has an unmatched interval of 8 verses (Mark 6:6–Mark 6:13) compared with 1 in Matthew.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,13,Mark Mark 6:14–Mark 7:3 / Matt Matt 14:2–Matt 15:2,30,0.376474,46,37,16,7,799,577,8,1,source_material_omitted_or_compressed_by_target,Mark 6:14–Mark 7:3,Matt 14:2–Matt 15:2,Mark 6:14~Matt 14:2; Mark 6:17~Matt 14:3; Mark 6:18~Matt 14:4; Mark 6:19~Matt 14:5; Mark 6:22~Matt 14:6,"Καὶ ἤκουσεν ὁ βασιλεὺς Ἡρῴδης, φανερὸν γὰρ ἐγένετο τὸ ὄνομα αὐτοῦ, καὶ ⸀ἔλεγον ὅτι Ἰωάννης ὁ βαπτίζων ⸂ἐγήγερται ἐκ νεκρῶν⸃, καὶ διὰ τοῦτο ἐνεργοῦσιν αἱ δυνάμεις ἐν αὐτῷ· ἄλλοι ⸀δὲ ἔλεγον ὅτι Ἠλίας ἐστίν· ἄλλοι δὲ ἔλεγον ὅτι ⸀προφήτης ὡς εἷς τῶν προφητῶν. ἀκούσας δὲ ⸀ὁ Ἡρῴδης ⸀ἔλεγεν· Ὃν ἐγὼ ἀπεκεφάλισα Ἰωάννην, οὗτος ⸀ἠγέρθη.","καὶ εἶπεν τοῖς παισὶν αὐτοῦ· Οὗτός ἐστιν Ἰωάννης ὁ βαπτιστής· αὐτὸς ἠγέρθη ἀπὸ τῶν νεκρῶν, καὶ διὰ τοῦτο αἱ δυνάμεις ἐνεργοῦσιν ἐν αὐτῷ. Ὁ γὰρ Ἡρῴδης κρατήσας τὸν Ἰωάννην ἔδησεν ⸀αὐτὸν καὶ ⸂ἐν φυλακῇ ἀπέθετο⸃ διὰ Ἡρῳδιάδα τὴν γυναῖκα Φιλίππου τοῦ ἀδελφοῦ αὐτοῦ, ἔλεγεν γὰρ ⸂αὐτῷ ὁ Ἰωάννης⸃· Οὐκ ἔξεστίν σοι ἔχειν αὐτήν·",mark_used_matthew,Matthew,Mark,Matt 14:2–Matt 15:2,Mark 6:14–Mark 7:3,expansion; mark_additions; tempo_intensification; mark_preserves_extra_material,,"Mark span is longer (799 vs 577); this requires expansion, vividization, or added detail. | Within the span Mark preserves more unmatched material (16 vs 7), which fits Markan expansion, retention, or de-grouping. | Mark has more tempo markers (5 vs 3); Matthew→Mark implies intensification or vividization. | Before this block Matthew lacks a Markan interval of 8 verses (Mark 6:6–Mark 6:13); Matthew→Mark fits Markan expansion, preservation, or non-Matthean material.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,14,Mark Mark 7:9–Mark 7:29 / Matt Matt 15:3–Matt 15:28,15,0.384772,20,26,5,11,329,388,5,0,minor_gap_or_local_relocation,Mark 7:9–Mark 7:29,Matt 15:3–Matt 15:28,Mark 7:9~Matt 15:3; Mark 7:10~Matt 15:4; Mark 7:11~Matt 15:5; Mark 7:13~Matt 15:6; Mark 7:14~Matt 15:10,"Καὶ ἔλεγεν αὐτοῖς· Καλῶς ἀθετεῖτε τὴν ἐντολὴν τοῦ θεοῦ, ἵνα τὴν παράδοσιν ὑμῶν ⸀τηρήσητε· Μωϋσῆς γὰρ εἶπεν· Τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω· ὑμεῖς δὲ λέγετε· Ἐὰν εἴπῃ ἄνθρωπος τῷ πατρὶ ἢ τῇ μητρί· Κορβᾶν, ὅ ἐστιν Δῶρον, ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,","ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν; ὁ γὰρ θεὸς ⸀εἶπεν· Τίμα τὸν πατέρα καὶ τὴν μητέρα, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω· ὑμεῖς δὲ λέγετε· Ὃς ἂν εἴπῃ τῷ πατρὶ ἢ τῇ μητρί· Δῶρον ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,",matthew_used_mark,Mark,Matthew,Mark 7:9–Mark 7:29,Matt 15:3–Matt 15:28,expansion; matt_additions; tempo_smoothing; matt_nonuse_of_mark_gap,,"Matthew span is longer (388 tokens vs 329); this requires expansion, insertion, or fuller retelling. | Within the span Matthew has more unmatched verses (11 vs Mark 5), which fits added material or redistribution into the Matthean span. | Mark has more tempo markers εὐθύς/εὐθέως in this span (1 vs 0); Mark→Matthew implies tempo smoothing or de-intensification. | Before this block Mark has an unmatched interval of 5 verses (Mark 7:4–Mark 7:8) compared with 0 in Matthew.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
Mark↔Matthew,14,Mark Mark 7:9–Mark 7:29 / Matt Matt 15:3–Matt 15:28,15,0.384772,20,26,5,11,329,388,5,0,minor_gap_or_local_relocation,Mark 7:9–Mark 7:29,Matt 15:3–Matt 15:28,Mark 7:9~Matt 15:3; Mark 7:10~Matt 15:4; Mark 7:11~Matt 15:5; Mark 7:13~Matt 15:6; Mark 7:14~Matt 15:10,"Καὶ ἔλεγεν αὐτοῖς· Καλῶς ἀθετεῖτε τὴν ἐντολὴν τοῦ θεοῦ, ἵνα τὴν παράδοσιν ὑμῶν ⸀τηρήσητε· Μωϋσῆς γὰρ εἶπεν· Τίμα τὸν πατέρα σου καὶ τὴν μητέρα σου, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω· ὑμεῖς δὲ λέγετε· Ἐὰν εἴπῃ ἄνθρωπος τῷ πατρὶ ἢ τῇ μητρί· Κορβᾶν, ὅ ἐστιν Δῶρον, ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,","ὁ δὲ ἀποκριθεὶς εἶπεν αὐτοῖς· Διὰ τί καὶ ὑμεῖς παραβαίνετε τὴν ἐντολὴν τοῦ θεοῦ διὰ τὴν παράδοσιν ὑμῶν; ὁ γὰρ θεὸς ⸀εἶπεν· Τίμα τὸν πατέρα καὶ τὴν μητέρα, καί· Ὁ κακολογῶν πατέρα ἢ μητέρα θανάτῳ τελευτάτω· ὑμεῖς δὲ λέγετε· Ὃς ἂν εἴπῃ τῷ πατρὶ ἢ τῇ μητρί· Δῶρον ὃ ἐὰν ἐξ ἐμοῦ ὠφεληθῇς,",mark_used_matthew,Matthew,Mark,Matt 15:3–Matt 15:28,Mark 7:9–Mark 7:29,abbreviation; mark_omissions; tempo_intensification; mark_preserves_extra_material,,"Mark span is shorter (329 vs 388); this requires abbreviation, omission, or condensation. | Within the span Mark lacks 6 relative Matthean verses, which requires omission or stronger compression. | Mark has more tempo markers (1 vs 0); Matthew→Mark implies intensification or vividization. | Before this block Matthew lacks a Markan interval of 5 verses (Mark 7:4–Mark 7:8); Matthew→Mark fits Markan expansion, preservation, or non-Matthean material.",Markan roughness/vividness and shorter discourse structure remain counter-pressure.,Markan epitome/abbreviation with action-narrative focus and deliberate non-use of Matthean discourse expansions.
Mark↔Matthew,15,Mark Mark 8:2–Mark 8:20 / Matt Matt 15:32–Matt 16:10,15,0.341707,19,18,4,3,277,272,9,3,source_material_omitted_or_compressed_by_target,Mark 8:2–Mark 8:20,Matt 15:32–Matt 16:10,Mark 8:2~Matt 15:32; Mark 8:4~Matt 15:33; Mark 8:5~Matt 15:34; Mark 8:6~Matt 15:36; Mark 8:8~Matt 15:37,"Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἐὰν ἀπολύσω αὐτοὺς νήστεις εἰς οἶκον αὐτῶν, ἐκλυθήσονται ἐν τῇ ὁδῷ· ⸂καί τινες⸃ αὐτῶν ⸀ἀπὸ μακρόθεν ⸀ἥκασιν. καὶ ἀπεκρίθησαν αὐτῷ οἱ μαθηταὶ αὐτοῦ ⸀ὅτι Πόθεν τούτους δυνήσεταί τις ὧδε χορτάσαι ἄρτων ἐπʼ ἐρημίας;","Ὁ δὲ Ἰησοῦς προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ εἶπεν· Σπλαγχνίζομαι ἐπὶ τὸν ὄχλον, ὅτι ἤδη ἡμέραι τρεῖς προσμένουσίν μοι καὶ οὐκ ἔχουσιν τί φάγωσιν· καὶ ἀπολῦσαι αὐτοὺς νήστεις οὐ θέλω, μήποτε ἐκλυθῶσιν ἐν τῇ ὁδῷ. καὶ λέγουσιν αὐτῷ οἱ ⸀μαθηταί· Πόθεν ἡμῖν ἐν ἐρημίᾳ ἄρτοι τοσοῦτοι ὥστε χορτάσαι ὄχλον τοσοῦτον; καὶ λέγει αὐτοῖς ὁ Ἰησοῦς· Πόσους ἄρτους ἔχετε; οἱ δὲ εἶπαν· Ἑπτά, καὶ ὀλίγα ἰχθύδια.",matthew_used_mark,Mark,Matthew,Mark 8:2–Mark 8:20,Matt 15:32–Matt 16:10,length_neutral; matt_omissions; tempo_smoothing; matt_nonuse_of_mark_gap,,"Span lengths are close (277 vs 272); neither direction is decided by block length alone. | Within the span Mark has more unmatched verses (4 vs Matthew 3), which requires Matthew to compress, omit, or redistribute more material. | Mark has more tempo markers εὐθύς/εὐθέως in this span (1 vs 0); Mark→Matthew implies tempo smoothing or de-intensification. | Before this block Mark has an unmatched interval of 9 verses (Mark 7:30–Mark 8:1) compared with 3 in Matthew.",Matthew has large additions/interpositions in adjacent gaps; low-score/reordered pairs require strong Matthean redaction model.,Matthean expansion/discourse clustering/fulfillment framing around Mark-like sequence.
